1.000000000000000000e+00,8.569006052000000331e-03,-7.487288757200000200e-02,-2.326710231700000048e-02,2.298061035299999930e-02,-1.549741454169999977e-01,-2.214365014199999940e-02,-2.511208545400000006e-02,-2.844648617899999885e-02,-5.985238329400000001e-02,9.954043604000000281e-03,-1.211190077200000048e-02,-1.451883108999999991e-02,-5.194575737200000237e-02,-2.905230623499999859e-02,-2.761727148099999904e-02,3.261291405200000132e-02,2.304743941940000096e-01,1.126659004390000024e-01,-4.404416125499999862e-02,-1.075549700609999965e-01,1.125458818809999956e-01,-3.432553402599999859e-02,-4.833619443599999899e-02,-5.539063619699999969e-02,-2.470894315400000082e-02,-4.484275682000000290e-02,-5.001896527699999789e-02,4.329458111400000253e-02,9.260054927100000444e-02,-4.947214987000000085e-03,4.928057057400000301e-02,-1.859359753100000082e-02,-2.341587153200000090e-02,-1.337856661600000073e-02,-4.859485363999999606e-03,-4.019572267799999959e-02,6.298704540499999727e-02,-3.078181864200000076e-02,-4.936681136499999900e-02
8.569006052000000331e-03,1.000000000000000000e+00,2.061571314699999977e-02,1.405043105700000058e-02,-4.866453701400000331e-02,-4.852510243799999790e-02,-7.449469077100000225e-02,-8.629383997600000022e-02,-2.966389218800000172e-02,-4.053323101100000242e-02,-6.616318702300000298e-02,-8.164753720900000400e-02,1.433021549000000009e-03,6.298497656500000319e-02,-9.361343398299999674e-02,4.561493244800000207e-02,3.013607018799999843e-02,-9.031400814100000451e-02,-1.788444315199999926e-02,-2.141531257000000178e-03,-2.203972136000000026e-02,-5.652535099699999843e-02,-2.087145945500000141e-02,-4.973886541499999980e-02,3.211730955900000267e-02,-8.235878054400000425e-02,1.104989240300000009e-02,-3.338248503300000197e-02,1.337730400000000110e-04,-4.361093451999999843e-02,-2.966389218800000172e-02,-3.748700213700000006e-02,-2.019972898600000052e-02,2.481372369699999872e-02,7.496209272699999593e-02,6.063347922500000181e-02,-2.140803126699999948e-02,3.761050715199999728e-02,5.796725862700000120e-02,1.198224675509999976e-01
-7.487288757200000200e-02,2.061571314699999977e-02,1.000000000000000000e+00,-3.312331672899999913e-02,-9.378991702699999988e-02,-1.085365489459999971e-01,2.657376940000000069e-03,-3.903467007099999803e-02,-3.006735787300000157e-02,5.603118706400000287e-02,4.952778461799999671e-02,-5.302895241499999690e-02,-1.481043910600000034e-02,3.114119208399999950e-02,-7.347597062199999474e-02,-4.106679614799999684e-02,-2.455495022799999982e-02,-2.227088301499999951e-02,-4.396417417000000188e-03,-8.402138691699999329e-02,-2.413202634199999863e-02,-1.087422430000000058e-02,-5.104196152900000033e-02,6.444185759800000191e-02,-6.186340156000000312e-02,-5.698237762600000256e-02,6.636473040000000429e-04,-3.657381214699999966e-02,-2.456888013199999901e-02,-4.504737319700000131e-02,3.114119208399999950e-02,-1.767025108699999889e-02,-2.456888013199999901e-02,1.274231779199999984e-02,-2.464415668199999854e-02,-2.860202784700000000e-02,-4.005550066599999903e-02,-2.281399097999999969e-03,-4.960569266999999977e-02,-6.510224422999999830e-03
-2.326710231700000048e-02,1.405043105700000058e-02,-3.312331672899999913e-02,1.000000000000000000e+00,-6.628906238100000514e-02,-2.620317737699999830e-02,8.600520509999999216e-03,-7.263768141899999697e-02,1.050965540500000024e-02,2.107336626200000118e-02,-6.683895156399999316e-02,-9.464507105500000184e-02,-1.629277587999999888e-02,3.773921713299999842e-02,-4.537727696999999810e-02,1.052228334499999939e-02,5.786580052899999854e-02,-3.844718452800000019e-02,-4.889534205099999725e-02,-5.201078208499999855e-02,-2.991465681999999886e-03,-1.911852183600000130e-02,-3.251541629899999675e-02,-3.506492837300000109e-02,1.513360461500000073e-02,-1.525581273400000021e-02,-9.447477637000000622e-03,1.120075332880000052e-01,-2.830750691000000208e-03,-2.489787631000000070e-02,9.219834059100000256e-02,8.145991779999999915e-04,2.107336626200000118e-02,1.706953850799999839e-02,9.077917286400000174e-02,-2.531715028999999804e-03,-3.991523981999999839e-03,-1.782720895100000161e-02,-4.535364228899999711e-02,1.534189010200000085e-02
2.298061035299999930e-02,-4.866453701400000331e-02,-9.378991702699999988e-02,-6.628906238100000514e-02,1.000000000000000000e+00,7.542538593000000340e-03,-4.291879238400000268e-02,2.486452317099999837e-02,-9.093300581000000188e-03,9.343469093000000142e-03,-4.247783253899999750e-02,-7.769993662999999731e-03,-1.928859433900000087e-02,-4.050652077099999721e-02,-5.776182781400000105e-02,-9.104226692000000690e-03,-4.768323778000000020e-03,-9.723841182999999264e-03,-5.922820827000000246e-03,-2.581224435900000141e-02,-2.067868705999999918e-02,8.922641511999999941e-03,4.128309865799999895e-02,-6.313861162999999388e-02,-5.350632314699999698e-02,-1.013010399999999915e-02,-1.771091689199999833e-02,5.614970183100000123e-02,-7.338705335700000665e-02,-2.619829669199999836e-02,2.231991960900000030e-02,1.715057336200000171e-02,-4.581021254099999773e-02,-6.502824953300000155e-02,-2.956519450700000051e-02,-9.290840490000000507e-03,6.862344543999999817e-03,-5.808439115300000066e-02,-4.466100530000000068e-02,-3.386303434299999665e-02
-1.549741454169999977e-01,-4.852510243799999790e-02,-1.085365489459999971e-01,-2.620317737699999830e-02,7.542538593000000340e-03,1.000000000000000000e+00,-4.460864337499999971e-02,6.136152556599999697e-02,4.402711112600000282e-02,-3.283135394000000120e-03,1.792024614100000066e-02,4.427763152199999663e-02,-1.552276273699999994e-02,-1.143245426999999967e-02,-7.555729431700000664e-02,-8.098129865299999453e-02,-8.418403551999999179e-03,-1.099309216999999964e-02,-8.141249427499999691e-02,-2.966198736700000060e-02,-2.171557277070000069e-01,2.864411580300000107e-02,6.185728853099999730e-02,-7.865650692000000777e-03,-1.074706010019999963e-01,-3.264381180599999766e-02,-1.984337980100000023e-02,-7.786867829299999599e-02,-6.414125489899999422e-02,1.696258398269999967e-01,-2.529734561899999942e-02,-1.937031429299999885e-02,-5.196963099799999791e-02,-2.730705697700000142e-02,-3.463200577899999688e-02,1.864767134699999926e-02,-7.840673941699999316e-02,-2.826561571399999889e-02,-7.155412096799999844e-02,-4.494213320800000133e-02
-2.214365014199999940e-02,-7.449469077100000225e-02,2.657376940000000069e-03,8.600520509999999216e-03,-4.291879238400000268e-02,-4.460864337499999971e-02,1.000000000000000000e+00,5.134730897200000255e-02,-7.851277300000000792e-03,-2.793422390700000049e-02,4.299819241999999764e-03,2.750627767199999990e-02,-8.767303227999999685e-03,-2.506369291999999832e-02,-8.162584014800000620e-02,-6.904611156899999325e-02,-5.225466869900000089e-02,-2.262078818200000119e-02,-3.554401650999999829e-02,-1.562907905699999905e-02,8.082382181000000512e-03,-3.112866317000000192e-03,-6.276090585000000666e-02,-5.792937982799999802e-02,-3.785240251199999822e-02,-3.729583336100000118e-02,-2.388784854799999927e-02,3.328245763800000145e-02,-7.326520647699999444e-02,-4.987459365799999655e-02,-4.227610854000000279e-02,-6.745535561000000346e-03,4.761741370800000317e-02,-1.650714686900000075e-02,6.444613814000000294e-03,-7.088463435399999790e-02,1.802236919999999985e-04,-4.401595829999999793e-02,4.436004323000000346e-03,-1.874277706000000016e-02
-2.511208545400000006e-02,-8.629383997600000022e-02,-3.903467007099999803e-02,-7.263768141899999697e-02,2.486452317099999837e-02,6.136152556599999697e-02,5.134730897200000255e-02,1.000000000000000000e+00,3.297742591899999881e-02,-4.975783989000000067e-03,-2.611555629949999791e-01,7.688195386299999379e-02,-2.303348081099999833e-02,6.870297067000000202e-03,1.329028981200000049e-02,-7.177674471900000186e-02,-1.528544601279999970e-01,-2.552008758000000148e-03,-3.844145368500000159e-02,-3.055634553000000173e-03,-3.807243309399999803e-02,8.609749802999999702e-03,2.444541551400000040e-02,-1.594655276530000110e-01,-1.030783650050000055e-01,-7.857734212999999482e-03,-2.264510520000000051e-03,-6.092600794099999745e-02,-2.789454660500000072e-02,6.307741897299999623e-02,-4.534396063800000265e-02,7.661811028100000420e-02,-4.975783989000000067e-03,-5.972336948000000340e-02,-1.626925267010000120e-01,-6.064202192100000277e-02,-8.275242266000000166e-03,-4.848473974499999811e-02,-8.958172461299999945e-02,-4.908163323200000205e-02
-2.844648617899999885e-02,-2.966389218800000172e-02,-3.006735787300000157e-02,1.050965540500000024e-02,-9.093300581000000188e-03,4.402711112600000282e-02,-7.851277300000000792e-03,3.297742591899999881e-02,1.000000000000000000e+00,-1.346738110299999965e-02,5.628111711999999635e-03,-4.026319734000000095e-03,2.678932288599999989e-02,-3.977272726999999709e-03,-7.783144992799999329e-02,-1.974847106100000027e-02,8.427498280999999591e-03,-2.814055855500000036e-02,-1.163105262900000075e-02,-7.117270610299999967e-02,2.938216769900000094e-02,3.307525077000000088e-03,7.991523695000000635e-03,-2.119095932600000010e-02,-1.827375043200000007e-02,-2.768166888400000122e-02,3.511457617000000170e-02,-4.783952832499999835e-02,-4.189851898799999697e-02,-6.501675000000000162e-03,-3.636363636300000285e-02,-1.085134388600000020e-02,-4.189851898799999697e-02,-3.393802273299999922e-02,2.790639152399999878e-02,-2.782743343100000169e-02,1.381075982499999945e-02,-5.038424548999999655e-03,-6.070292609000000304e-03,-3.455829441600000163e-02
-5.985238329400000001e-02,-4.053323101100000242e-02,5.603118706400000287e-02,2.107336626200000118e-02,9.343469093000000142e-03,-3.283135394000000120e-03,-2.793422390700000049e-02,-4.975783989000000067e-03,-1.346738110299999965e-02,1.000000000000000000e+00,-1.852789285000000031e-03,-6.200278076500000124e-02,-5.566163417400000341e-02,-1.346738110299999965e-02,-4.808239071999999975e-02,-6.954824501000000242e-03,-5.178795552200000235e-02,-9.078667497600000080e-02,-2.552648892400000147e-02,-5.862119262999999914e-02,-1.017647324899999955e-02,-3.181850028699999972e-02,-8.644158247999999753e-03,-8.905685041000000260e-03,-3.248514208500000167e-02,-2.556051351300000010e-02,-4.932186239999999770e-03,3.353932292700000095e-02,2.660098522199999885e-02,-6.086673303699999954e-02,7.182603255199999925e-02,-2.058320141499999853e-02,-4.827586206799999724e-02,2.154693920000000026e-02,-3.295603035300000150e-02,3.008045161000000214e-03,-4.887529125699999893e-02,-4.257234287600000083e-02,-1.562351373799999998e-02,-1.000363423700000032e-02
9.954043604000000281e-03,-6.616318702300000298e-02,4.952778461799999671e-02,-6.683895156399999316e-02,-4.247783253899999750e-02,1.792024614100000066e-02,4.299819241999999764e-03,-2.611555629949999791e-01,5.628111711999999635e-03,-1.852789285000000031e-03,1.000000000000000000e+00,-4.569883079200000309e-02,-1.332242781999999973e-02,-4.502489368800000058e-02,-2.592222965999999972e-03,2.331493821700000163e-02,-9.739145163100000613e-02,-3.484320556999999895e-03,-2.880277994799999852e-02,9.086813597999999353e-03,9.663582761999999979e-03,-1.979407825599999865e-02,-6.714451651199999926e-02,-1.016037033550000052e-01,-6.471114918299999963e-02,5.726435510300000031e-02,-4.173919355599999687e-02,-3.784405057399999744e-02,2.779183927899999892e-02,4.251550801199999868e-02,5.628111711999999635e-03,-5.662300224200000204e-02,-6.114204641200000206e-02,-1.950999899799999923e-02,-1.036597907029999932e-01,3.651254358600000000e-02,-3.328445372399999741e-02,-4.678874674999999872e-02,-3.211442782900000154e-02,-3.946966847600000272e-02
-1.211190077200000048e-02,-8.164753720900000400e-02,-5.302895241499999690e-02,-9.464507105500000184e-02,-7.769993662999999731e-03,4.427763152199999663e-02,2.750627767199999990e-02,7.688195386299999379e-02,-4.026319734000000095e-03,-6.200278076500000124e-02,-4.569883079200000309e-02,1.000000000000000000e+00,-1.648761934150000108e-01,-6.777638220399999358e-02,8.119633967099999794e-02,2.969742697299999901e-02,-4.700183032900000224e-02,-3.905172813100000334e-02,-1.149320531060000067e-01,8.626656409999999137e-03,-4.568182501499999659e-02,-1.741587739599999990e-02,1.556215569600000008e-02,4.286652884500000149e-02,-9.377501609499999669e-02,2.581593548599999885e-02,-4.976664387000000189e-03,-7.363447832000000193e-02,2.754042756099999920e-02,-8.698672221999999288e-03,-6.777638220399999358e-02,1.655402688299999897e-02,-2.842407764200000075e-02,-6.835519995100000634e-02,-4.054473939000000429e-03,-1.583194520010000050e-01,-5.381256210399999740e-02,-8.339175358400000015e-02,-8.619504462799999767e-02,-7.151457177999999415e-02
-1.451883108999999991e-02,1.433021549000000009e-03,-1.481043910600000034e-02,-1.629277587999999888e-02,-1.928859433900000087e-02,-1.552276273699999994e-02,-8.767303227999999685e-03,-2.303348081099999833e-02,2.678932288599999989e-02,-5.566163417400000341e-02,-1.332242781999999973e-02,-1.648761934150000108e-01,1.000000000000000000e+00,-4.830861503899999687e-02,1.122029610199999985e-02,4.015764018399999719e-02,2.279876313099999871e-02,2.582919679499999857e-02,4.539990755599999928e-02,1.868965774399999891e-02,-1.911770306300000083e-02,-6.290082987400000269e-02,-2.553507450300000065e-02,3.702766008499999706e-02,-4.742291876600000095e-02,-2.840868653000000119e-02,-1.845614158199999910e-02,-4.403855809099999769e-02,9.816688209099999618e-02,-3.437288672700000020e-02,-4.830861503899999687e-02,6.028454036500000002e-02,-3.368613185100000074e-02,-4.508621907500000303e-02,-2.452292884900000164e-02,-6.841909347699999533e-02,8.840117507000000777e-03,-4.908552791399999754e-02,-2.553918516699999960e-02,-1.965937003699999922e-02
-5.194575737200000237e-02,6.298497656500000319e-02,3.114119208399999950e-02,3.773921713299999842e-02,-4.050652077099999721e-02,-1.143245426999999967e-02,-2.506369291999999832e-02,6.870297067000000202e-03,-3.977272726999999709e-03,-1.346738110299999965e-02,-4.502489368800000058e-02,-6.777638220399999358e-02,-4.830861503899999687e-02,1.000000000000000000e+00,-9.187066716199999983e-02,-1.974847106100000027e-02,-4.494665749699999768e-02,5.628111711999999635e-03,1.046794736699999985e-02,-2.381654756699999945e-02,-4.040048058399999670e-02,-3.858779255800000307e-02,-3.539103350399999681e-02,-2.119095932600000010e-02,2.339040055400000082e-02,-6.616594026100000581e-02,-4.494665749699999768e-02,2.790639152399999878e-02,-4.189851898799999697e-02,-6.501675000000000162e-03,9.318181818199999800e-02,-1.085134388600000020e-02,-4.189851898799999697e-02,6.060361209999999598e-04,2.657751574000000172e-03,1.952073688599999940e-02,-4.241876231700000138e-02,-5.038424548999999655e-03,-3.752544522199999927e-02,-5.958326619999999808e-04
-2.905230623499999859e-02,-9.361343398299999674e-02,-7.347597062199999474e-02,-4.537727696999999810e-02,-5.776182781400000105e-02,-7.555729431700000664e-02,-8.162584014800000620e-02,1.329028981200000049e-02,-7.783144992799999329e-02,-4.808239071999999975e-02,-2.592222965999999972e-03,8.119633967099999794e-02,1.122029610199999985e-02,-9.187066716199999983e-02,1.000000000000000000e+00,1.839824711559999992e-01,3.105262399000000006e-02,-1.270189253450000055e-01,-7.638575225400000279e-02,1.360313108400000061e-02,-9.828825123199999569e-02,-9.167259027200000410e-02,-2.520866713800000089e-02,6.396068723400000211e-02,-7.523461412399999604e-02,3.244511384650000108e-01,-7.306499762099999407e-02,-5.177307950300000239e-02,5.051488940900000085e-02,-9.361343398299999674e-02,-9.187066716199999983e-02,-2.801380132299999964e-02,-7.273171075199999502e-02,-9.884523176999999994e-02,2.484243731400000155e-02,-4.737412146400000329e-02,2.270458895700000132e-02,-6.611497568200000452e-02,-6.838704287199999510e-02,-1.006517865799999994e-01
-2.761727148099999904e-02,4.561493244800000207e-02,-4.106679614799999684e-02,1.052228334499999939e-02,-9.104226692000000690e-03,-8.098129865299999453e-02,-6.904611156899999325e-02,-7.177674471900000186e-02,-1.974847106100000027e-02,-6.954824501000000242e-03,2.331493821700000163e-02,2.969742697299999901e-02,4.015764018399999719e-02,-1.974847106100000027e-02,1.839824711559999992e-01,1.000000000000000000e+00,5.109020274699999781e-02,-4.492390534400000218e-02,-7.051117866999999373e-02,-7.154821223700000288e-02,-1.048334797099999965e-02,-5.826010765999999758e-02,-1.949422432099999838e-02,3.097771471999999880e-03,-2.518429296899999878e-02,1.341839202569999889e-01,-5.676689194000000133e-02,-1.960310866099999882e-02,6.198865316999999792e-02,-2.927402955399999868e-02,6.429734765000000296e-03,-5.090454394099999669e-02,-5.291714294899999699e-02,-4.286316661700000086e-02,2.121432307299999862e-02,-4.590958584500000328e-02,-8.123344079000000342e-03,-4.666528275500000239e-02,-4.739402243799999831e-02,-4.364655958799999735e-02
3.261291405200000132e-02,3.013607018799999843e-02,-2.455495022799999982e-02,5.786580052899999854e-02,-4.768323778000000020e-03,-8.418403551999999179e-03,-5.225466869900000089e-02,-1.528544601279999970e-01,8.427498280999999591e-03,-5.178795552200000235e-02,-9.739145163100000613e-02,-4.700183032900000224e-02,2.279876313099999871e-02,-4.494665749699999768e-02,3.105262399000000006e-02,5.109020274699999781e-02,1.000000000000000000e+00,-1.391306451799999983e-02,3.833697552000000022e-03,-1.643053432900000096e-02,2.194172097699999963e-02,-4.542456012000000223e-03,1.881483362999999964e-02,-5.795837408500000010e-02,-5.420870411999999597e-03,-2.503570132000000007e-03,-5.555555555499999687e-02,-3.832580344300000330e-02,-2.836007088099999976e-02,1.104989240300000009e-02,-4.494665749699999768e-02,-4.981830292699999940e-02,-2.836007088099999976e-02,1.498161386099999999e-02,-5.913123959799999885e-02,-2.464164414499999886e-02,-6.096627149000000134e-03,-4.566950241500000035e-02,-4.638269167999999748e-02,-4.271519512699999827e-02
2.304743941940000096e-01,-9.031400814100000451e-02,-2.227088301499999951e-02,-3.844718452800000019e-02,-9.723841182999999264e-03,-1.099309216999999964e-02,-2.262078818200000119e-02,-2.552008758000000148e-03,-2.814055855500000036e-02,-9.078667497600000080e-02,-3.484320556999999895e-03,-3.905172813100000334e-02,2.582919679499999857e-02,5.628111711999999635e-03,-1.270189253450000055e-01,-4.492390534400000218e-02,-1.391306451799999983e-02,1.000000000000000000e+00,3.513939153669999871e-01,-1.555045270279999947e-01,-2.671696410399999888e-02,1.221772416500000041e-01,-1.060176576499999995e-02,-7.480712224999999660e-02,-4.298992428199999855e-02,-3.302105148199999812e-02,9.999999999999999799e-13,-5.100719859999999772e-02,-1.852789285000000031e-03,-5.786134226000000033e-03,-6.190922882100000080e-02,1.122862925830000053e-01,-1.667510356699999918e-02,-1.500769152999999927e-03,-6.417034662600000494e-02,-2.519879768599999834e-02,-4.794182784099999817e-02,-3.015274790600000129e-02,-1.571557106499999953e-02,-5.717568798000000063e-02
1.126659004390000024e-01,-1.788444315199999926e-02,-4.396417417000000188e-03,-4.889534205099999725e-02,-5.922820827000000246e-03,-8.141249427499999691e-02,-3.554401650999999829e-02,-3.844145368500000159e-02,-1.163105262900000075e-02,-2.552648892400000147e-02,-2.880277994799999852e-02,-1.149320531060000067e-01,4.539990755599999928e-02,1.046794736699999985e-02,-7.638575225400000279e-02,-7.051117866999999373e-02,3.833697552000000022e-03,3.513939153669999871e-01,1.000000000000000000e+00,-2.579428183600000063e-02,-8.458202087000000688e-03,2.294521672800000148e-02,-1.363264212699999943e-02,-7.199114009700000039e-02,7.481511946999999836e-03,-6.219459086899999795e-02,-1.437636581900000009e-02,-2.176236369499999837e-02,-6.126357340999999748e-03,-4.949415663000000104e-02,-3.373005262599999832e-02,1.851117427200000068e-02,-6.126357340999999748e-03,-4.962381959000000155e-03,-5.621943954499999951e-02,1.785456744799999995e-02,-2.675698061699999936e-02,-1.317897939500000011e-02,4.970514054599999704e-02,-5.305731303200000165e-02
